2,441,2,0
1,443,0,1
1,443,0,1
3,441,0,1
1,441,2,1
2,442,1,0
2,441,0,2
1,443,0,1
1,443,0,1
1,440,0,4
1,443,0,2
1,445,0,1
1,445,0,1
2,445,0,0
4,443,0,0
1,443,1,2
2,447,0,0
1,447,0,1
1,445,0,3
2,446,0,2
2,445,3,1
1,449,1,1
2,447,0,3
1,449,2,1
2,450,1,1
1,449,1,3
1,449,0,4
1,456,0,1
2,456,0,0
2,456,0,0
1,454,2,1
1,455,1,1
2,454,0,2
1,454,1,2
1,454,0,3
1,455,1,1
2,453,3,0
1,455,1,1
1,455,1,1
1,455,1,1
1,454,1,2
1,452,1,4
1,456,0,2
1,457,0,2
3,457,0,0
1,456,2,1
2,459,0,0
3,458,0,0
1,458,0,2
1,460,1,1
1,457,5,1
1,462,0,1
1,459,3,1
1,463,0,1
1,460,1,3
1,464,1,1
1,463,0,3
2,461,4,2
2,467,0,1
1,466,0,3
1,465,4,1
1,464,5,2
1,467,0,4
1,468,1,2
1,470,0,1
1,471,0,1
2,470,0,1
1,470,1,1
2,470,1,1
1,472,0,2
2,471,0,2
2,473,0,0
1,473,0,1
1,468,4,2
2,474,0,0
1,474,0,1
1,473,0,2
2,472,0,2
1,474,0,1
2,474,0,0
1,473,1,1
1,474,0,1
2,475,0,0
1,473,1,2
2,472,4,0
1,474,2,1
1,476,0,1
1,474,1,2
1,475,1,1
1,473,3,2
1,476,1,1
1,476,1,1
1,474,1,4
1,477,1,3
1,480,0,1
2,480,0,0
1,480,0,1
1,478,0,3
2,483,0,0
1,483,0,1
2,483,0,0
1,478,3,3
2,484,0,0
1,482,2,1
1,485,0,1
2,485,0,0
2,485,0,0
1,484,0,2
2,483,2,2
1,488,0,1
1,488,0,2
1,490,0,1
1,488,1,2
1,483,4,4
1,487,0,4
1,489,1,2
1,491,0,1
2,491,0,0
1,491,0,1
2,491,0,0
1,487,4,1
1,489,2,1
1,490,0,2
1,490,0,2
1,490,1,1
1,488,0,4
1,488,4,1
1,492,1,1
1,492,2,1
3,491,3,0
1,495,0,1
1,495,0,1
2,495,0,1
2,495,1,0
1,496,0,1
1,496,0,1
2,495,1,0
1,494,1,2
1,495,1,1
1,494,0,3
1,492,5,1
1,497,0,1
1,495,1,2
1,496,0,2
2,498,0,0
1,498,0,1
1,497,0,2
1,496,3,1
3,498,0,0
1,499,0,1
1,498,1,1
1,499,0,1
1,499,0,1
2,498,1,0
3,498,0,0
1,498,1,1
1,497,0,3
1,498,0,2
2,498,2,0
1,498,1,2
1,497,2,2
1,500,1,1
1,501,0,1
2,499,1,1
2,494,4,3
1,501,3,1
1,503,1,1
1,503,0,2
1,498,4,3
1,502,0,4
1,506,1,1
1,503,1,4
1,504,2,2
2,509,0,0
2,509,0,0
2,509,0,0
1,504,5,1
2,509,0,0
1,504,3,3
1,503,4,3
2,507,2,0
1,504,4,2
2,507,2,0
1,509,0,1
2,505,3,1
1,506,1,3
2,507,2,0
1,508,0,2
1,505,5,1
2,508,3,0
1,511,0,1
1,510,0,2
2,512,0,0
1,511,1,1
1,511,2,1
2,510,2,1
1,511,2,1
1,512,0,2
1,515,0,1
1,514,1,1
1,512,3,1
1,512,0,4
2,515,0,0
2,515,0,0
2,512,3,0
2,515,0,0
1,515,0,1
1,512,1,3
1,516,0,1
2,515,1,0
2,515,0,1
1,515,0,2
2,513,0,3
1,518,0,1
3,517,0,0
1,515,1,3
1,516,2,1
2,511,4,3
3,516,3,0
1,516,4,1
1,517,0,4
2,515,4,1
1,520,1,1
2,521,0,0
2,521,0,0
1,520,0,2
1,522,0,1
1,518,2,4
1,520,1,3
1,521,2,2
2,523,0,1
1,522,1,2
1,524,0,1
1,525,0,1
3,521,3,0
1,524,0,2
1,526,1,1
1,526,2,1
1,526,2,1
1,526,0,3
2,524,2,2
1,527,0,3
1,527,0,3
2,525,4,0
2,529,0,0
1,526,0,4
2,526,0,3
1,531,0,1
1,528,0,4
1,532,0,1
1,531,0,2
1,531,1,1
2,531,1,0
1,530,0,3
1,532,0,2
1,530,0,4
2,529,4,0
1,533,0,1
1,531,0,3
1,532,0,2
1,532,1,1
1,534,0,1
2,533,1,0
1,534,0,1
2,534,1,0
1,535,0,1
2,535,0,0
1,533,1,2
1,531,2,4
2,532,1,3
1,539,0,1
1,536,0,4
1,538,4,2
2,542,0,2
1,544,0,1
2,545,0,0
1,543,1,2
1,545,1,1
2,546,0,0
1,544,0,3
1,539,5,3
3,547,0,0
1,548,0,1
1,545,1,3
3,548,0,0
1,543,5,2
1,550,0,1
1,550,0,1
2,549,0,1
2,547,0,3
2,550,0,0
1,546,1,4
1,550,1,2
1,551,0,2
1,554,0,1
1,552,0,3
2,554,0,0
2,554,0,0
2,554,0,0
1,552,0,3
1,550,2,3
3,554,0,0
1,552,0,4
1,554,0,2
1,557,0,1
1,558,0,1
1,558,0,1
1,557,1,1
1,556,1,2
1,557,0,2
1,553,2,4
1,554,1,4
1,557,0,2
1,559,0,1
2,558,1,0
1,558,1,1
1,554,3,3
2,555,1,3
1,556,0,4
3,554,3,2
2,559,2,1
1,559,2,2
1,561,1,1
3,558,3,0
1,560,0,3
3,558,2,1
2,561,0,1
1,562,0,1
1,560,0,3
1,561,0,3
1,564,1,1
2,565,0,0
1,565,0,1
1,566,0,1
2,566,0,0
1,565,0,2
1,563,4,1
1,561,5,2
1,564,0,4
1,567,0,2
1,566,2,1
1,567,0,2
2,565,2,1
1,567,1,1
1,566,0,3
1,571,0,1
1,569,0,3
1,570,0,2
1,570,1,2
1,572,0,1
1,571,0,2
1,569,0,4
2,568,1,3
1,571,3,1
1,574,0,1
1,574,0,1
1,574,0,1
1,569,5,1
2,574,0,0
1,573,0,2
1,570,3,4
2,576,0,0
1,574,1,2
1,576,1,1
1,575,2,1
1,577,0,1
1,577,0,1
1,573,4,1
1,575,1,2
2,575,1,1
3,575,0,1
2,572,2,3
1,575,0,3
1,577,0,1
2,577,0,0
1,575,0,3
1,578,0,1
1,577,1,1
2,574,3,1
3,578,0,0
1,579,0,1
1,577,0,3
1,579,0,1
2,579,0,0
1,579,0,1
1,574,5,1
1,578,0,3
1,579,2,3
3,582,0,0
1,582,1,1
2,583,0,1
1,584,0,1
3,583,0,1
1,585,0,1
1,584,1,1
1,582,3,1
2,584,2,0
1,584,1,2
2,586,0,0
1,586,0,1
1,585,0,2
1,588,0,1
2,588,0,0
2,588,0,0
1,587,1,1
1,587,1,1
1,587,1,1
2,584,4,1
1,589,0,1
2,589,0,0
1,584,3,3
1,587,0,3
2,586,3,0
2,588,1,0
1,586,3,1
1,582,5,3
2,589,0,0
1,588,0,2
1,585,3,2
2,585,1,3
1,590,1,1
2,590,0,1
2,591,0,0
2,590,0,1
1,588,0,4
1,591,0,3
2,590,1,2
2,594,0,0
2,590,4,0
1,594,0,1
1,591,2,2
1,594,0,1
1,593,0,2
1,594,0,1
2,591,0,3
2,592,1,1
1,594,0,1
2,595,0,0
2,594,0,1
1,595,0,1
1,590,2,4
2,596,0,0
1,594,0,3
1,593,2,2
1,597,0,2
2,599,0,0
