1,73,3,1
1,73,2,3
2,72,8,0
2,74,0,6
3,72,5,5
1,79,0,8
2,84,4,1
1,90,0,1
1,89,0,2
1,80,8,3
1,84,9,1
1,93,0,1
1,93,0,1
1,93,0,1
1,88,0,6
2,85,8,0
1,84,9,1
1,85,9,1
1,95,0,1
1,87,9,1
2,88,8,1
1,97,1,1
1,90,9,1
1,91,9,1
1,101,0,1
1,91,9,2
1,94,8,2
2,96,8,1
1,99,0,8
1,107,4,2
1,112,0,1
1,112,0,1
1,110,1,2
1,111,0,2
2,111,1,2
1,104,3,8
1,118,4,1
1,122,0,1
2,114,8,0
1,118,0,5
1,116,0,9
3,118,6,1
4,111,6,7
1,124,2,3
1,128,0,4
1,131,0,1
6,123,4,0
4,122,6,1
2,119,8,4
1,121,9,5
3,118,7,13
2,133,8,0
2,132,8,1
1,129,9,4
3,134,7,3
3,140,7,0
2,138,8,2
1,146,0,4
1,144,0,8
3,148,1,2
1,152,0,1
