1,471,0,1
2,461,5,5
1,469,0,4
1,468,1,5
1,474,1,1
2,474,0,1
1,470,0,6
2,474,1,0
1,474,1,1
1,472,3,2
1,475,2,1
1,476,0,2
1,478,0,1
1,476,0,4
1,478,0,2
1,474,0,6
1,477,0,3
1,471,6,3
1,472,2,6
3,482,0,2
3,482,0,4
1,488,2,1
1,487,0,5
1,489,0,3
1,489,0,4
2,489,5,0
1,485,6,4
3,490,4,2
1,493,0,5
1,490,6,4
1,499,2,1
1,495,6,2
2,499,5,0
1,493,6,6
1,505,0,3
1,504,3,1
1,508,0,1
2,507,1,0
1,502,6,1
1,503,6,1
1,510,0,1
1,511,0,1
1,511,0,1
1,505,6,1
2,511,0,1
1,512,0,1
1,511,0,3
1,513,0,1
2,513,0,0
2,512,1,0
2,512,1,0
1,512,0,2
1,513,0,1
1,512,0,2
1,513,0,1
1,512,1,1
2,514,0,0
2,514,0,0
2,512,2,0
1,510,0,5
2,509,5,0
2,509,5,0
2,514,0,0
1,512,0,3
1,509,2,5
2,519,0,0
1,518,0,2
2,518,1,2
2,520,0,2
3,516,4,1
1,519,4,1
2,523,0,0
2,518,5,0
1,523,0,1
1,517,1,6
1,524,0,1
1,524,0,1
1,522,0,3
1,524,0,2
1,526,0,1
1,525,0,2
1,527,0,1
1,525,0,3
1,528,0,2
2,525,4,1
1,527,3,1
1,530,0,1
1,529,0,2
1,530,1,1
1,526,2,5
1,530,0,3
1,529,0,4
4,529,3,1
1,535,0,1
1,528,6,2
1,531,4,1
1,536,0,1
1,526,6,6
1,538,0,2
3,533,2,3
2,537,3,0
1,537,0,4
1,539,1,1
1,537,0,4
1,541,0,1
1,538,3,1
1,540,0,3
2,542,0,0
2,542,0,0
1,538,1,4
1,545,0,2
1,546,0,3
2,549,0,1
1,548,2,1
2,545,5,0
2,544,5,1
1,549,0,2
1,549,0,3
1,549,3,1
1,551,2,1
2,551,2,0
2,553,0,0
1,552,1,1
1,554,0,1
1,551,1,3
1,553,0,3
2,555,0,0
1,552,3,1
1,555,0,1
2,555,0,0
2,555,0,0
1,550,0,6
1,559,1,1
1,556,0,5
1,562,1,2
2,561,2,3
1,564,0,5
1,572,0,2
1,572,0,3
1,575,0,1
1,575,0,1
2,570,5,1
2,570,5,2
1,578,0,1
1,579,0,1
1,578,0,3
1,579,0,3
2,580,0,1
1,578,0,4
2,584,1,0
1,584,0,2
1,583,2,1
1,584,1,1
1,584,1,1
1,584,0,2
1,582,0,5
1,585,0,3
2,584,0,4
1,588,0,3
1,585,5,1
1,590,1,1
1,589,0,3
1,588,0,5
2,587,5,0
1,591,1,1
1,590,0,4
2,593,0,0
1,591,0,3
3,590,1,1
1,593,0,1
1,593,0,1
1,592,0,2
1,582,6,6
1,597,0,3
1,600,0,1
2,597,3,0
1,596,1,4
1,598,0,4
1,600,0,2
1,600,2,1
1,601,1,2
1,604,0,1
1,603,0,3
1,607,0,1
1,607,0,1
1,608,0,1
1,605,0,5
1,613,0,1
1,613,0,1
1,613,0,1
1,613,0,1
1,612,0,2
1,612,0,3
1,612,0,3
1,614,0,4
1,614,6,1
1,621,0,1
1,622,0,1
1,623,0,1
1,623,0,1
1,621,3,1
1,621,0,5
1,625,0,5
1,626,0,5
1,624,6,1
1,625,5,1
1,630,0,1
1,630,0,1
1,625,5,1
1,630,0,1
1,630,0,2
2,627,0,5
2,627,4,1
1,632,0,1
1,631,0,3
1,633,0,1
1,631,3,1
1,631,2,2
1,629,5,2
2,635,1,0
1,631,5,1
2,631,5,0
1,636,0,1
3,628,4,3
1,634,2,1
1,636,1,1
1,636,0,2
1,636,0,2
2,636,3,0
1,639,0,1
2,631,5,4
1,639,1,1
4,636,3,0
4,636,3,0
2,641,0,0
1,640,0,2
1,638,2,3
1,640,2,2
2,641,0,2
1,641,4,1
2,646,0,0
2,640,5,1
1,647,0,1
1,647,0,1
1,647,0,1
1,646,0,3
1,644,0,5
1,649,0,2
1,648,0,3
1,650,0,1
1,647,2,2
1,650,0,1
2,651,0,0
2,651,0,0
1,650,0,2
1,650,0,2
1,652,0,1
1,642,5,6
1,651,0,2
1,654,0,1
1,654,0,1
2,649,5,0
1,649,2,4
1,655,1,2
2,653,4,0
1,653,0,5
1,654,0,6
1,657,0,5
1,661,0,3
1,661,0,5
4,663,3,1
1,669,0,1
1,667,0,4
1,664,1,6
1,671,0,5
1,675,1,1
2,676,0,0
1,672,0,5
1,679,0,2
2,672,4,4
1,682,0,1
1,681,0,3
1,679,0,5
1,686,0,2
2,684,0,4
1,687,0,6
1,694,0,1
1,690,4,2
3,691,4,0
1,695,1,1
1,695,0,2
1,693,0,5
1,699,0,3
1,695,1,6
2,700,1,0
1,695,6,1
1,696,6,1
1,696,6,1
1,701,0,2
3,694,4,3
1,702,0,3
2,702,0,2
2,704,0,0
2,704,0,0
2,704,0,0
2,704,0,0
1,704,0,1
1,699,4,2
1,702,2,2
1,704,0,4
1,707,0,5
1,714,0,1
1,713,0,3
1,714,2,2
2,717,0,0
2,717,0,0
4,712,0,3
2,717,0,0
2,717,0,0
1,716,0,2
2,719,0,0
1,718,0,2
1,719,0,1
1,715,0,5
2,723,0,0
1,718,0,6
1,722,0,3
1,727,0,1
1,722,0,6
1,723,4,1
1,726,0,2
1,729,0,1
1,726,0,5
1,728,3,2
1,731,0,2
1,730,1,2
1,732,0,1
