threshold,sensitivity,specificity,ppv,gmean,f1,accuracy,mcc,legacy_auc,evaluated_commits,mean_actual_size,mean_predicted_size,cap_hit_rate,mean_tp,mean_fp,mean_fp_cap_hit,mean_fp_noncap,candidate_calls
0.5,0.628517316017316,0.9887385217353096,0.28698593073593065,0.763835187030915,0.3746613235249599,0.9857736637789091,0.4073119407193789,0.8086279188763128,88,2.9886363636363638,6.420454545454546,0.8068181818181818,1.6931818181818181,4.7272727272727275,5.267605633802817,2.4705882352941178,850
0.55,0.6325757575757577,0.9887419459907789,0.28698593073593065,0.7653788021690832,0.3755631994268358,0.9857809757462742,0.4087350189155146,0.8106588517832681,88,2.9886363636363638,6.420454545454546,0.8068181818181818,1.6931818181818181,4.7272727272727275,5.267605633802817,2.4705882352941178,944
0.6000000000000001,0.6240530303030303,0.9887956747679119,0.2861742424242424,0.7597306322012813,0.3710866154047972,0.9857543630147433,0.40414571804598975,0.806424352535471,88,2.9886363636363638,6.363636363636363,0.7954545454545454,1.6590909090909092,4.704545454545454,5.3,2.388888888888889,1088
0.6500000000000001,0.6354166666666666,0.9888517918328202,0.2894209956709956,0.7663660543725428,0.37613712045530223,0.9858660456188194,0.4102878654875791,0.8121342292497434,88,2.9886363636363638,6.363636363636363,0.7954545454545454,1.6818181818181819,4.681818181818182,5.271428571428571,2.388888888888889,1204
0.7000000000000002,0.6382575757575757,0.9888767668577952,0.29104437229437224,0.7678943219775277,0.3782032361577816,0.9859155603742166,0.41246144775315197,0.8135671713076856,88,2.9886363636363638,6.363636363636363,0.7954545454545454,1.6931818181818181,4.670454545454546,5.257142857142857,2.388888888888889,1289
0.7500000000000002,0.6529491341991341,0.9891402054574189,0.3072781385281385,0.7791156883991761,0.3945189911099003,0.9863053291588606,0.4285732350263697,0.8210446698282765,88,2.9886363636363638,6.306818181818182,0.7840909090909091,1.75,4.556818181818182,5.188405797101449,2.263157894736842,1475
0.8000000000000003,0.6677218614718613,0.9893915560267249,0.31634199134199126,0.7880731805815593,0.4050635601771966,0.9866374230637632,0.4398912502738405,0.8285567087492932,88,2.9886363636363638,6.238636363636363,0.7613636363636364,1.7840909090909092,4.454545454545454,5.164179104477612,2.1904761904761907,2135
0.8500000000000003,0.6582521645021644,0.9894524311795575,0.31634199134199126,0.7827262758487947,0.40341312727676365,0.9866455650484821,0.4368156297162847,0.8238522978408611,88,2.9886363636363638,6.193181818181818,0.7386363636363636,1.7613636363636365,4.431818181818182,5.2153846153846155,2.217391304347826,2869
0.9000000000000004,0.6665043290043289,0.9897314228430105,0.33043831168831167,0.7876565567746006,0.4158491760764488,0.9869748164941157,0.4488132136849785,0.8281178759236698,88,2.9886363636363638,6.1022727272727275,0.7159090909090909,1.7840909090909092,4.318181818181818,5.174603174603175,2.16,5786
0.9500000000000004,0.5921536796536796,0.9942545480724608,0.4880952380952381,0.7443300595997815,0.4863605460196369,0.9909554642609522,0.5076477469615933,0.7932041138630701,88,2.9886363636363638,3.9886363636363638,0.14772727272727273,1.5681818181818181,2.4204545454545454,5.230769230769231,1.9333333333333333,9751
