commit_idx,seed,source,target,dfs_depth,probability,threshold,accepted,actual_target,cochange_prior
379,49,49,106,0,0.3374750018119812,0.9500000000000004,0,0,0.2
379,49,49,144,0,0.8081645369529724,0.9500000000000004,0,0,0.2
379,49,49,161,0,0.24761854112148285,0.9500000000000004,0,0,0.2
379,49,49,423,0,0.9298255443572998,0.9500000000000004,0,1,0.5
379,49,49,48,0,0.13809989392757416,0.9500000000000004,0,0,0.09090909090909091
379,49,49,50,0,0.5191264152526855,0.9500000000000004,0,0,0.2
379,49,49,52,0,0.14485451579093933,0.9500000000000004,0,0,0.1111111111111111
379,49,49,58,0,0.4843478798866272,0.9500000000000004,0,0,0.125
379,49,49,59,0,0.5396820902824402,0.9500000000000004,0,0,0.09090909090909091
379,49,49,80,0,0.5808606743812561,0.9500000000000004,0,0,0.18181818181818182
379,49,49,81,0,0.7913235425949097,0.9500000000000004,0,0,0.2222222222222222
379,49,49,94,0,0.5135379433631897,0.9500000000000004,0,0,0.14285714285714285
379,49,49,98,0,0.281584233045578,0.9500000000000004,0,0,0.125
380,192,192,175,0,0.9454723596572876,0.9500000000000004,0,0,0.375
380,192,192,209,0,0.45864078402519226,0.9500000000000004,0,0,0.125
380,192,192,213,0,0.2673811912536621,0.9500000000000004,0,0,0.125
380,192,192,262,0,0.587976336479187,0.9500000000000004,0,0,0.125
380,192,192,271,0,0.18891125917434692,0.9500000000000004,0,0,0.14285714285714285
380,192,192,302,0,0.8539686799049377,0.9500000000000004,0,0,0.2
380,192,192,34,0,0.854395866394043,0.9500000000000004,0,0,0.125
380,192,192,67,0,0.9204694628715515,0.9500000000000004,0,0,0.25
381,67,67,151,0,0.6458454728126526,0.9500000000000004,0,0,0.05555555555555555
381,67,67,154,0,0.1096537709236145,0.9500000000000004,0,0,0.05263157894736842
381,67,67,155,0,0.3036191165447235,0.9500000000000004,0,0,0.05555555555555555
381,67,67,175,0,0.6712347865104675,0.9500000000000004,0,0,0.058823529411764705
381,67,67,192,0,0.9340328574180603,0.9500000000000004,0,0,0.16666666666666666
381,67,67,220,0,0.2647678554058075,0.9500000000000004,0,0,0.08333333333333333
381,67,67,234,0,0.51871258020401,0.9500000000000004,0,0,0.06666666666666667
381,67,67,262,0,0.551213264465332,0.9500000000000004,0,0,0.07692307692307693
381,67,67,30,0,0.597174346446991,0.9500000000000004,0,0,0.06666666666666667
381,67,67,309,0,0.8526630997657776,0.9500000000000004,0,1,0.1111111111111111
381,67,67,423,0,0.965347945690155,0.9500000000000004,1,0,0.6666666666666666
381,67,67,46,0,0.5771567225456238,0.9500000000000004,0,0,0.2
381,67,67,47,0,0.2625497281551361,0.9500000000000004,0,0,0.05
381,67,67,50,0,0.5140548944473267,0.9500000000000004,0,0,0.05263157894736842
381,67,67,54,0,0.7124472856521606,0.9500000000000004,0,0,0.10526315789473684
381,67,67,56,0,0.5923020243644714,0.9500000000000004,0,0,0.0625
381,67,67,57,0,0.6127843260765076,0.9500000000000004,0,0,0.05263157894736842
381,67,67,58,0,0.6136178970336914,0.9500000000000004,0,0,0.05263157894736842
381,67,67,65,0,0.616209864616394,0.9500000000000004,0,0,0.10526315789473684
381,67,67,68,0,0.5928831696510315,0.9500000000000004,0,0,0.05263157894736842
381,67,67,77,0,0.11085489392280579,0.9500000000000004,0,0,0.05555555555555555
381,67,67,81,0,0.7473170757293701,0.9500000000000004,0,0,0.05263157894736842
381,67,423,183,1,0.8926408886909485,0.9500000000000004,0,0,0.05555555555555555
381,67,423,246,1,0.957524299621582,0.9500000000000004,1,0,0.16666666666666666
381,67,423,309,1,0.9526063799858093,0.9500000000000004,1,1,0.1111111111111111
382,49,49,106,0,0.22553838789463043,0.9500000000000004,0,0,0.16666666666666666
382,49,49,144,0,0.7689731121063232,0.9500000000000004,0,0,0.16666666666666666
382,49,49,161,0,0.15374182164669037,0.9500000000000004,0,0,0.16666666666666666
382,49,49,423,0,0.9613458514213562,0.9500000000000004,1,1,0.6666666666666666
382,49,49,48,0,0.08902110904455185,0.9500000000000004,0,0,0.08333333333333333
382,49,49,50,0,0.402142196893692,0.9500000000000004,0,0,0.16666666666666666
382,49,49,52,0,0.09246550500392914,0.9500000000000004,0,0,0.1
382,49,49,58,0,0.4074232280254364,0.9500000000000004,0,0,0.1111111111111111
382,49,49,59,0,0.46089550852775574,0.9500000000000004,0,0,0.08333333333333333
382,49,49,80,0,0.48135045170783997,0.9500000000000004,0,0,0.16666666666666666
382,49,49,81,0,0.7144858837127686,0.9500000000000004,0,0,0.2
382,49,49,94,0,0.4323427379131317,0.9500000000000004,0,0,0.125
382,49,49,98,0,0.20299948751926422,0.9500000000000004,0,0,0.1111111111111111
382,49,423,183,1,0.8927664160728455,0.9500000000000004,0,0,0.05555555555555555
382,49,423,246,1,0.9589917659759521,0.9500000000000004,1,0,0.16666666666666666
382,49,423,309,1,0.9468750953674316,0.9500000000000004,0,0,0.1111111111111111
382,49,423,339,1,0.868364155292511,0.9500000000000004,0,0,0.05555555555555555
382,49,423,414,1,0.7614232301712036,0.9500000000000004,0,0,0.05555555555555555
382,49,423,420,1,0.7624560594558716,0.9500000000000004,0,0,0.05555555555555555
382,49,423,55,1,0.8820263743400574,0.9500000000000004,0,0,0.05555555555555555
382,49,423,56,1,0.8251460194587708,0.9500000000000004,0,0,0.05555555555555555
382,49,423,635,1,0.7717221975326538,0.9500000000000004,0,0,0.07692307692307693
382,49,423,638,1,0.9097434878349304,0.9500000000000004,0,0,0.15384615384615385
382,49,423,643,1,0.9555720686912537,0.9500000000000004,1,0,0.5
383,203,203,157,0,0.6874668002128601,0.9500000000000004,0,0,0.09090909090909091
383,203,203,159,0,0.4849563539028168,0.9500000000000004,0,0,0.1
383,203,203,183,0,0.6074024438858032,0.9500000000000004,0,0,0.1
383,203,203,207,0,0.09968957304954529,0.9500000000000004,0,0,0.09090909090909091
383,203,203,208,0,0.09968957304954529,0.9500000000000004,0,0,0.09090909090909091
383,203,203,325,0,0.892799437046051,0.9500000000000004,0,0,0.3333333333333333
383,203,203,40,0,0.9528420567512512,0.9500000000000004,1,1,0.45454545454545453
383,203,203,408,0,0.6041388511657715,0.9500000000000004,0,0,0.3333333333333333
383,203,203,56,0,0.854949414730072,0.9500000000000004,0,0,0.09090909090909091
383,203,40,1,1,0.23151354491710663,0.9500000000000004,0,0,0.05
383,203,40,144,1,0.4280664324760437,0.9500000000000004,0,0,0.05263157894736842
383,203,40,157,1,0.930166482925415,0.9500000000000004,0,0,0.29411764705882354
383,203,40,176,1,0.5530173182487488,0.9500000000000004,0,0,0.0625
383,203,40,200,1,0.08917661011219025,0.9500000000000004,0,0,0.06666666666666667
383,203,40,202,1,0.3317417502403259,0.9500000000000004,0,0,0.13333333333333333
383,203,40,21,1,0.6225710511207581,0.9500000000000004,0,0,0.05
383,203,40,259,1,0.8488477468490601,0.9500000000000004,0,0,0.5
383,203,40,260,1,0.7795306444168091,0.9500000000000004,0,0,0.5
383,203,40,261,1,0.4075433313846588,0.9500000000000004,0,0,0.1111111111111111
383,203,40,29,1,0.1265096515417099,0.9500000000000004,0,0,0.05555555555555555
383,203,40,315,1,0.848436176776886,0.9500000000000004,0,0,0.16666666666666666
383,203,40,32,1,0.3715795576572418,0.9500000000000004,0,0,0.05263157894736842
383,203,40,325,1,0.7092803716659546,0.9500000000000004,0,0,0.16666666666666666
383,203,40,326,1,0.8404325842857361,0.9500000000000004,0,0,0.2857142857142857
383,203,40,388,1,0.5174514651298523,0.9500000000000004,0,0,0.25
383,203,40,408,1,0.4309791028499603,0.9500000000000004,0,0,0.2
383,203,40,47,1,0.20850858092308044,0.9500000000000004,0,0,0.05
383,203,40,51,1,0.1356794834136963,0.9500000000000004,0,0,0.0625
383,203,40,96,1,0.07644601911306381,0.9500000000000004,0,0,0.05
384,417,417,268,0,0.8083994388580322,0.9500000000000004,0,0,0.14285714285714285
384,417,417,34,0,0.9597426056861877,0.9500000000000004,1,0,0.5714285714285714
384,417,417,414,0,0.9173956513404846,0.9500000000000004,0,0,0.3333333333333333
384,417,417,415,0,0.6671220064163208,0.9500000000000004,0,0,0.2
384,417,417,419,0,0.6671220064163208,0.9500000000000004,0,0,0.2
384,417,34,157,1,0.7738870978355408,0.9500000000000004,0,0,0.1
384,417,34,165,1,0.5706465840339661,0.9500000000000004,0,0,0.1
384,417,34,192,1,0.9225644469261169,0.9500000000000004,0,0,0.14285714285714285
384,417,34,22,1,0.5010725855827332,0.9500000000000004,0,0,0.1
384,417,34,246,1,0.9161686897277832,0.9500000000000004,0,0,0.3333333333333333
384,417,34,268,1,0.7994674444198608,0.9500000000000004,0,0,0.14285714285714285
384,417,34,38,1,0.30291804671287537,0.9500000000000004,0,0,0.15384615384615385
384,417,34,39,1,0.09737417846918106,0.9500000000000004,0,0,0.08333333333333333
384,417,34,414,1,0.8024269342422485,0.9500000000000004,0,0,0.16666666666666666
384,417,34,420,1,0.8639834523200989,0.9500000000000004,0,0,0.25
384,417,34,94,1,0.602553129196167,0.9500000000000004,0,0,0.1
385,415,415,417,0,0.9334331750869751,0.9500000000000004,0,0,1.0
385,415,415,419,0,0.8765638470649719,0.9500000000000004,0,0,1.0
386,207,207,203,0,0.867372453212738,0.9500000000000004,0,0,1.0
386,207,207,208,0,0.6140181422233582,0.9500000000000004,0,0,1.0
387,184,184,181,0,0.9042034149169922,0.9500000000000004,0,0,0.4
387,184,184,182,0,0.19129140675067902,0.9500000000000004,0,0,0.16666666666666666
387,184,184,183,0,0.5745673775672913,0.9500000000000004,0,0,0.16666666666666666
387,184,184,53,0,0.9851856827735901,0.9500000000000004,1,0,1.0
388,56,56,107,0,0.23330426216125488,0.9500000000000004,0,0,0.09090909090909091
388,56,56,175,0,0.769372820854187,0.9500000000000004,0,0,0.09090909090909091
388,56,56,203,0,0.9032227396965027,0.9500000000000004,0,0,0.1111111111111111
388,56,56,212,0,0.5281952023506165,0.9500000000000004,0,0,0.14285714285714285
388,56,56,226,0,0.6887356042861938,0.9500000000000004,0,0,0.2222222222222222
388,56,56,278,0,0.7361800074577332,0.9500000000000004,0,0,0.16666666666666666
388,56,56,309,0,0.8197221159934998,0.9500000000000004,0,0,0.16666666666666666
388,56,56,423,0,0.9513722658157349,0.9500000000000004,1,0,0.3333333333333333
388,56,56,54,0,0.4542471170425415,0.9500000000000004,0,0,0.09090909090909091
388,56,56,55,0,0.9288111329078674,0.9500000000000004,0,0,0.18181818181818182
388,56,56,59,0,0.7689915299415588,0.9500000000000004,0,0,0.18181818181818182
388,56,56,67,0,0.7075839638710022,0.9500000000000004,0,0,0.09090909090909091
388,56,423,183,1,0.8754950761795044,0.9500000000000004,0,0,0.05
388,56,423,246,1,0.9514299035072327,0.9500000000000004,1,0,0.15
388,56,423,309,1,0.9309237599372864,0.9500000000000004,0,0,0.1
388,56,423,339,1,0.8495370745658875,0.9500000000000004,0,0,0.05
388,56,423,34,1,0.9194811582565308,0.9500000000000004,0,0,0.05
388,56,423,414,1,0.7341367602348328,0.9500000000000004,0,0,0.05
388,56,423,415,1,0.9209917187690735,0.9500000000000004,0,0,0.05
388,56,423,420,1,0.7351515293121338,0.9500000000000004,0,0,0.05
388,56,423,49,1,0.9589256644248962,0.9500000000000004,1,0,0.15
389,268,268,175,0,0.8827090263366699,0.9500000000000004,0,0,0.2
389,268,268,234,0,0.49849653244018555,0.9500000000000004,0,0,0.1
389,268,268,246,0,0.9728007912635803,0.9500000000000004,1,0,1.0
389,268,268,293,0,0.8913570046424866,0.9500000000000004,0,0,0.2
389,268,268,34,0,0.8929880261421204,0.9500000000000004,0,0,0.1
389,268,268,417,0,0.9156947135925293,0.9500000000000004,0,0,0.25
389,268,268,420,0,0.8846589922904968,0.9500000000000004,0,0,0.3333333333333333
389,268,268,58,0,0.6570565700531006,0.9500000000000004,0,0,0.1
389,268,268,68,0,0.8208410143852234,0.9500000000000004,0,0,0.1
389,268,246,298,1,0.747351348400116,0.9500000000000004,0,0,0.16666666666666666
389,268,246,309,1,0.9393401145935059,0.9500000000000004,0,0,0.125
389,268,246,34,1,0.9292561411857605,0.9500000000000004,0,0,0.125
389,268,246,420,1,0.8464292883872986,0.9500000000000004,0,0,0.125
389,268,246,423,1,0.9852114915847778,0.9500000000000004,1,1,1.0
389,268,246,668,1,0.9732286334037781,0.9500000000000004,1,0,0.6666666666666666
390,56,56,107,0,0.1759025901556015,0.9500000000000004,0,0,0.08333333333333333
390,56,56,175,0,0.6919664740562439,0.9500000000000004,0,1,0.08333333333333333
390,56,56,203,0,0.8604748249053955,0.9500000000000004,0,0,0.1
390,56,56,212,0,0.4370267689228058,0.9500000000000004,0,0,0.125
390,56,56,226,0,0.6258787512779236,0.9500000000000004,0,0,0.2
