commit_idx,seed,source,target,dfs_depth,probability,threshold,accepted,actual_target,cochange_prior
64,0,0,1,0,0.04735485464334488,0.9000000000000004,0,0,0.034482758620689655
64,0,0,10,0,0.04710449278354645,0.9000000000000004,0,0,0.03571428571428571
64,0,0,100,0,0.04962795227766037,0.9000000000000004,0,0,0.09090909090909091
64,0,0,101,0,0.042621955275535583,0.9000000000000004,0,0,0.09090909090909091
64,0,0,102,0,0.04656936228275299,0.9000000000000004,0,0,0.1
64,0,0,11,0,0.04710449278354645,0.9000000000000004,0,0,0.03571428571428571
64,0,0,114,0,0.042047739028930664,0.9000000000000004,0,0,0.1111111111111111
64,0,0,115,0,0.042047739028930664,0.9000000000000004,0,0,0.1111111111111111
64,0,0,116,0,0.042047739028930664,0.9000000000000004,0,0,0.1111111111111111
64,0,0,117,0,0.09810824692249298,0.9000000000000004,0,0,0.4
64,0,0,12,0,0.05649898201227188,0.9000000000000004,0,0,0.03571428571428571
64,0,0,125,0,0.042697176337242126,0.9000000000000004,0,0,0.16666666666666666
64,0,0,126,0,0.042697176337242126,0.9000000000000004,0,0,0.16666666666666666
64,0,0,127,0,0.042697176337242126,0.9000000000000004,0,0,0.16666666666666666
64,0,0,128,0,0.046353135257959366,0.9000000000000004,0,0,0.2
64,0,0,129,0,0.05716145411133766,0.9000000000000004,0,0,0.3333333333333333
64,0,0,130,0,0.05716145411133766,0.9000000000000004,0,0,0.3333333333333333
64,0,0,131,0,0.05716145411133766,0.9000000000000004,0,0,0.3333333333333333
64,0,0,132,0,0.07347547262907028,0.9000000000000004,0,0,0.5
64,0,0,2,0,0.04735485464334488,0.9000000000000004,0,0,0.034482758620689655
64,0,0,21,0,0.05142013728618622,0.9000000000000004,0,0,0.037037037037037035
64,0,0,22,0,0.2440730184316635,0.9000000000000004,0,0,0.2222222222222222
64,0,0,23,0,0.04446887969970703,0.9000000000000004,0,0,0.06666666666666667
64,0,0,25,0,0.04446887969970703,0.9000000000000004,0,0,0.06666666666666667
64,0,0,3,0,0.04735485464334488,0.9000000000000004,0,0,0.034482758620689655
64,0,0,38,0,0.04682774841785431,0.9000000000000004,0,0,0.041666666666666664
64,0,0,4,0,0.3367879092693329,0.9000000000000004,0,0,0.3103448275862069
64,0,0,5,0,0.04735485464334488,0.9000000000000004,0,0,0.034482758620689655
64,0,0,50,0,0.06053451821208,0.9000000000000004,0,0,0.07407407407407407
64,0,0,52,0,0.060311153531074524,0.9000000000000004,0,0,0.07692307692307693
64,0,0,57,0,0.12708111107349396,0.9000000000000004,0,0,0.14814814814814814
64,0,0,58,0,0.06069834157824516,0.9000000000000004,0,0,0.07407407407407407
64,0,0,59,0,0.06593693047761917,0.9000000000000004,0,0,0.07407407407407407
64,0,0,6,0,0.05147767812013626,0.9000000000000004,0,0,0.034482758620689655
64,0,0,60,0,0.05144893005490303,0.9000000000000004,0,0,0.038461538461538464
64,0,0,61,0,0.06069834157824516,0.9000000000000004,0,0,0.07407407407407407
64,0,0,62,0,0.08919677138328552,0.9000000000000004,0,0,0.07692307692307693
64,0,0,63,0,0.05263117328286171,0.9000000000000004,0,0,0.07692307692307693
64,0,0,64,0,0.0472121499478817,0.9000000000000004,0,0,0.037037037037037035
64,0,0,65,0,0.8852755427360535,0.9000000000000004,0,0,0.6296296296296297
64,0,0,66,0,0.0472121499478817,0.9000000000000004,0,0,0.037037037037037035
64,0,0,67,0,0.04682774841785431,0.9000000000000004,0,0,0.041666666666666664
64,0,0,7,0,0.8900876641273499,0.9000000000000004,0,0,0.6551724137931034
64,0,0,73,0,0.043011121451854706,0.9000000000000004,0,0,0.08333333333333333
64,0,0,76,0,0.043011121451854706,0.9000000000000004,0,0,0.08333333333333333
64,0,0,77,0,0.42919352650642395,0.9000000000000004,0,0,0.35
64,0,0,81,0,0.04744588956236839,0.9000000000000004,0,0,0.047619047619047616
64,0,0,83,0,0.3245704770088196,0.9000000000000004,0,0,0.21739130434782608
64,0,0,84,0,0.05754760280251503,0.9000000000000004,0,0,0.0625
64,0,0,85,0,0.08050337433815002,0.9000000000000004,0,0,0.13636363636363635
64,0,0,86,0,0.04744588956236839,0.9000000000000004,0,0,0.047619047619047616
64,0,0,87,0,0.05312110483646393,0.9000000000000004,0,0,0.09523809523809523
64,0,0,88,0,0.06330625712871552,0.9000000000000004,0,0,0.09090909090909091
64,0,0,89,0,0.08142475038766861,0.9000000000000004,0,0,0.09090909090909091
64,0,0,9,0,0.21065108478069305,0.9000000000000004,0,0,0.10714285714285714
64,0,0,90,0,0.053002987056970596,0.9000000000000004,0,0,0.09090909090909091
64,0,0,95,0,0.048218853771686554,0.9000000000000004,0,0,0.07142857142857142
64,0,0,96,0,0.04930310323834419,0.9000000000000004,0,0,0.07692307692307693
64,0,0,97,0,0.04930310323834419,0.9000000000000004,0,0,0.07692307692307693
64,0,0,98,0,0.04930310323834419,0.9000000000000004,0,0,0.07692307692307693
64,0,0,99,0,0.04962795227766037,0.9000000000000004,0,0,0.09090909090909091
66,0,0,1,0,0.047846127301454544,0.9000000000000004,0,0,0.03333333333333333
66,0,0,10,0,0.04766807332634926,0.9000000000000004,0,0,0.034482758620689655
66,0,0,100,0,0.050312913954257965,0.9000000000000004,0,0,0.08333333333333333
66,0,0,101,0,0.04421553388237953,0.9000000000000004,0,0,0.08333333333333333
66,0,0,102,0,0.048395730555057526,0.9000000000000004,0,0,0.09090909090909091
66,0,0,11,0,0.04766807332634926,0.9000000000000004,0,0,0.034482758620689655
66,0,0,114,0,0.04364489018917084,0.9000000000000004,0,0,0.1
66,0,0,115,0,0.04364489018917084,0.9000000000000004,0,0,0.1
66,0,0,116,0,0.04364489018917084,0.9000000000000004,0,0,0.1
66,0,0,117,0,0.08000487834215164,0.9000000000000004,0,0,0.3333333333333333
