threshold,sensitivity,specificity,ppv,gmean,f1,accuracy,mcc,legacy_auc,evaluated_commits,mean_actual_size,mean_predicted_size,cap_hit_rate,mean_tp,mean_fp,mean_fp_cap_hit,mean_fp_noncap,candidate_calls
0.5,0.6,0.924251002295841,0.3911255411255411,0.7278780333277695,0.4520600611509702,0.9036415721035257,0.4273709853260771,0.7621255011479205,11,4.181818181818182,7.2727272727272725,0.09090909090909091,2.5454545454545454,4.7272727272727275,9.0,4.3,2129
0.55,0.6,0.929521094522455,0.443073593073593,0.7305524172526536,0.4884236975146066,0.9086920771540307,0.46051690142411433,0.7647605472612274,11,4.181818181818182,6.909090909090909,0.09090909090909091,2.5454545454545454,4.363636363636363,9.0,3.9,2053
0.6000000000000001,0.5696969696969696,0.9339853802367407,0.45634920634920634,0.7143193794007516,0.48376169285260195,0.9099228725024731,0.4542023209565725,0.7518411749668552,11,4.181818181818182,6.454545454545454,0.09090909090909091,2.3636363636363638,4.090909090909091,9.0,3.6,2004
0.6500000000000001,0.5696969696969696,0.9416693629207235,0.4858946608946609,0.7172235027559322,0.5024944752217481,0.9172542508015933,0.4741501175480387,0.7556831663088466,11,4.181818181818182,6.0,0.09090909090909091,2.3636363636363638,3.6363636363636362,9.0,3.1,1868
0.7000000000000002,0.5363636363636363,0.9556666927206454,0.5217532467532467,0.6957605274895505,0.5070530479621389,0.9276902688611511,0.48143550083249986,0.7460151645421408,11,4.181818181818182,4.909090909090909,0.0,2.1818181818181817,2.727272727272727,,2.727272727272727,1739
0.7500000000000002,0.47575757575757566,0.9691761471953902,0.5969696969696969,0.6616521764224889,0.49380165289256195,0.9376774593296251,0.4841933562920637,0.722466861476483,11,4.181818181818182,3.909090909090909,0.0,2.0,1.9090909090909092,,1.9090909090909092,1415
0.8000000000000003,0.38484848484848483,0.9797704907321779,0.6893939393939393,0.5939089382608812,0.42972582972582973,0.940356126755357,0.45363164452701404,0.6823094877903314,11,4.181818181818182,2.8181818181818183,0.0,1.5454545454545454,1.2727272727272727,,1.2727272727272727,1048
0.8500000000000003,0.36969696969696975,0.9870312897886427,0.7469696969696968,0.5807709678033505,0.43427128427128425,0.945745493674607,0.4687895005002638,0.6783641297428062,11,4.181818181818182,2.272727272727273,0.0,1.4545454545454546,0.8181818181818182,,0.8181818181818182,876
0.9000000000000004,0.3393939393939394,1.0,1.0,0.5577890836669597,0.4718614718614718,0.9552072428857895,0.5469756933397135,0.6696969696969698,11,4.181818181818182,1.2727272727272727,0.0,1.2727272727272727,0.0,,0.0,496
0.9500000000000004,0.27121212121212124,1.0,1.0,0.5123345382124143,0.4173160173160173,0.9511965476986238,0.5004918549238244,0.6356060606060606,11,4.181818181818182,1.0,0.0,1.0,0.0,,0.0,374
