threshold,sensitivity,specificity,ppv,gmean,f1,accuracy,mcc,legacy_auc,evaluated_commits,mean_actual_size,mean_predicted_size,cap_hit_rate,mean_tp,mean_fp,mean_fp_cap_hit,mean_fp_noncap,candidate_calls
0.5,0.47538046146293567,0.9807821953338638,0.22036082474226804,0.6651978183550417,0.28338585812812617,0.9744652016199912,0.3020133637472473,0.7280813283983998,97,3.783505154639175,7.835051546391752,0.9690721649484536,1.6494845360824741,6.185567010309279,6.351063829787234,1.0,914
0.55,0.47538046146293567,0.9807821953338638,0.22036082474226804,0.6651978183550417,0.28338585812812617,0.9744652016199912,0.3020133637472473,0.7280813283983998,97,3.783505154639175,7.835051546391752,0.9690721649484536,1.6494845360824741,6.185567010309279,6.351063829787234,1.0,986
0.6000000000000001,0.47503681885125176,0.9807838330034818,0.22036082474226804,0.6654371256627541,0.28327256935504364,0.9744681576952633,0.30187230792887154,0.7279103259273669,97,3.783505154639175,7.835051546391752,0.9690721649484536,1.6494845360824741,6.185567010309279,6.351063829787234,1.0,1048
0.6500000000000001,0.4893961708394698,0.9809413303510126,0.2268041237113402,0.6748857051659639,0.2918636346471398,0.9747791450610584,0.31146675054311984,0.7351687505952412,97,3.783505154639175,7.835051546391752,0.9690721649484536,1.7010309278350515,6.134020618556701,6.297872340425532,1.0,1184
0.7000000000000002,0.5162125675012272,0.9811683966324789,0.23582474226804123,0.6924889051360126,0.30528912668087926,0.9752294056621468,0.3272140000110876,0.7486904820668532,97,3.783505154639175,7.835051546391752,0.9690721649484536,1.7731958762886597,6.061855670103093,6.223404255319149,1.0,1343
0.7500000000000002,0.5403534609720176,0.9813946841043538,0.24484536082474226,0.7097504540806344,0.3179296648368814,0.975676683608303,0.34190856371119105,0.7608740725381858,97,3.783505154639175,7.835051546391752,0.9690721649484536,1.8453608247422681,5.989690721649485,6.148936170212766,1.0,1635
0.8000000000000003,0.5509572901325478,0.9816989508382941,0.2538659793814433,0.7163007125401385,0.32797185632237186,0.9761562313480069,0.3520818033689377,0.7663281204854209,97,3.783505154639175,7.793814432989691,0.9587628865979382,1.907216494845361,5.88659793814433,6.075268817204301,1.5,2116
0.8500000000000003,0.5548109965635738,0.9817020111408973,0.25214776632302405,0.7172318198412876,0.3266340189020601,0.9761309874569813,0.3518027119217988,0.7682565038522357,97,3.783505154639175,7.783505154639175,0.9587628865979382,1.8969072164948453,5.88659793814433,6.075268817204301,1.5,3268
0.9000000000000004,0.530829651448208,0.982670992712677,0.27920962199312716,0.7010550071053108,0.3330063407382996,0.9768017143939762,0.3561925405436164,0.7567503220804427,97,3.783505154639175,7.371134020618556,0.8865979381443299,1.8041237113402062,5.56701030927835,6.1395348837209305,1.0909090909090908,7272
0.9500000000000004,0.44118802160039267,0.9900088525623049,0.4945876288659794,0.6382248493517142,0.3787036560232436,0.9830347778027856,0.41161420075988536,0.7155984370813487,97,3.783505154639175,4.690721649484536,0.30927835051546393,1.4742268041237114,3.216494845360825,6.3,1.835820895522388,14661
